AGE,FITNESS_CLASS_NAME,GENDER,MARITAL_STATUS,PROFESSION,SIGN_UP_REASON
47.0,Pilates,M,Married,Professional,Tone
47.0,Yoga,M,Married,Professional,Tone
61.0,Yoga,F,Married,Other,Tone
26.0,Zumba,F,Married,Professional,Lose Weight
26.0,Zumba,F,Married,Professional,Lose Weight
48.0,Pilates,M,Unspecified,Other,Tone
48.0,Pilates,M,Unspecified,Other,Tone
48.0,Pilates,M,Unspecified,Other,Tone
23.0,Zumba,F,Single,Professional,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
29.0,Zumba,F,Single,Professional,Lose Weight
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Executive,Lose Weight
25.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Other,Lose Weight
18.0,Zumba,F,Single,Professional,Build Muscle
31.0,Yoga,F,Married,Other,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
45.0,Yoga,F,Married,Other,Tone
31.0,Zumba,F,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
36.0,Bodybuilding Bootcamp,M,Unspecified,Trades,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Other,Tone
66.0,Zumba,F,Married,Other,Lose Weight
38.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Other,Maintain
38.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
35.0,Spin Class,F,Married,Executive,Lose Weight
46.0,Yoga,F,Married,Other,Lose Weight
23.0,Zumba,F,Single,Other,Maintain
28.0,Bodybuilding Bootcamp,M,Single,Professional,Maintain
26.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
59.0,Pilates,M,Married,Trades,Tone
59.0,Pilates,M,Married,Trades,Tone
25.0,Zumba,M,Married,Professional,Lose Weight
33.0,Bodybuilding Bootcamp,M,Married,Other,Tone
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
26.0,Zumba,F,Single,Student,Maintain
30.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
20.0,Zumba,F,Single,Professional,Build Muscle
20.0,Zumba,F,Single,Professional,Lose Weight
30.0,Zumba,F,Married,Other,Lose Weight
32.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
41.0,Zumba,F,Married,Other,Build Muscle
36.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
22.0,Yoga,M,Single,Retail,Tone
45.0,Zumba,F,Unspecified,Hospitality,Build Muscle
49.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
49.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
49.0,Bodybuilding Bootcamp,F,Married,Executive,Tone
49.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
49.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Sales,Tone
19.0,Zumba,F,Single,Retail,Lose Weight
32.0,Zumba,F,Single,Other,Lose Weight
48.0,Zumba,F,Unspecified,Hospitality,Lose Weight
48.0,Zumba,F,Unspecified,Hospitality,Lose Weight
29.0,Yoga,M,Single,Other,Lose Weight
19.0,Zumba,F,Single,Student,Lose Weight
19.0,Zumba,F,Single,Student,Build Muscle
32.0,Bodybuilding Bootcamp,M,Married,Other,Tone
22.0,Yoga,M,Single,Sales,Tone
22.0,Bodybuilding Bootcamp,M,Single,Sales,Build Muscle
39.0,Zumba,F,Single,Professional,Lose Weight
36.0,Yoga,F,Married,Professional,Maintain
36.0,Zumba,F,Married,Professional,Lose Weight
22.0,Zumba,M,Single,Student,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
43.0,Yoga,M,Single,Sales,Maintain
43.0,Yoga,M,Single,Sales,Tone
41.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
23.0,Zumba,F,Single,Other,Lose Weight
20.0,Bodybuilding Bootcamp,F,Single,Other,Lose Weight
40.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
52.0,Zumba,F,Married,Professional,Lose Weight
52.0,Zumba,F,Married,Professional,Lose Weight
61.0,Yoga,F,Married,Other,Tone
61.0,Yoga,F,Married,Other,Tone
29.0,Zumba,F,Single,Professional,Build Muscle
29.0,Zumba,F,Single,Professional,Lose Weight
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
20.0,Zumba,M,Single,Student,Lose Weight
28.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
21.0,Zumba,F,Single,Other,Lose Weight
21.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
36.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
48.0,Pilates,M,Unspecified,Other,Lose Weight
48.0,Pilates,M,Unspecified,Other,Tone
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
21.0,Yoga,M,Unspecified,Other,Tone
40.0,Yoga,M,Single,Executive,Tone
40.0,Bodybuilding Bootcamp,M,Single,Executive,Lose Weight
40.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
40.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
50.0,Yoga,F,Married,Other,Maintain
24.0,Yoga,F,Single,Other,Tone
24.0,Yoga,F,Single,Other,Tone
29.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
29.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
56.0,Pilates,F,Married,Other,Tone
17.0,Zumba,M,Single,Student,Lose Weight
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
31.0,Bodybuilding Bootcamp,M,Married,Other,Tone
31.0,Bodybuilding Bootcamp,M,Married,Other,Tone
31.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
31.0,Yoga,M,Married,Other,Build Muscle
31.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
48.0,Bodybuilding Bootcamp,M,Married,Professional,Build Muscle
48.0,Yoga,M,Married,Professional,Tone
39.0,Pilates,M,Unspecified,Sales,Tone
39.0,Pilates,M,Unspecified,Sales,Tone
23.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
23.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
28.0,Yoga,F,Single,Other,Tone
41.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
22.0,Zumba,F,Single,Professional,Maintain
42.0,Bodybuilding Bootcamp,F,Unspecified,Hospitality,Build Muscle
57.0,Pilates,M,Married,Other,Tone
57.0,Pilates,M,Married,Other,Tone
20.0,Yoga,M,Single,Sales,Build Muscle
20.0,Bodybuilding Bootcamp,M,Single,Sales,Build Muscle
20.0,Yoga,M,Single,Sales,Tone
20.0,Yoga,M,Single,Sales,Tone
36.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
36.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
26.0,Zumba,F,Single,Retail,Build Muscle
44.0,Yoga,F,Married,Other,Tone
23.0,Zumba,F,Single,Student,Build Muscle
28.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
37.0,Zumba,F,Single,Professional,Tone
45.0,Yoga,M,Married,Professional,Tone
45.0,Yoga,M,Married,Professional,Tone
45.0,Pilates,M,Married,Professional,Tone
38.0,Yoga,M,Single,Other,Tone
25.0,Zumba,F,Single,Professional,Lose Weight
41.0,Pilates,M,Unspecified,Other,Tone
41.0,Pilates,M,Unspecified,Other,Tone
44.0,Pilates,M,Married,Executive,Tone
44.0,Pilates,M,Married,Executive,Lose Weight
42.0,Bodybuilding Bootcamp,F,Married,Other,Maintain
42.0,Bodybuilding Bootcamp,F,Married,Other,Lose Weight
42.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
30.0,Zumba,F,Single,Professional,Build Muscle
36.0,Zumba,F,Married,Professional,Lose Weight
24.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
45.0,Zumba,M,Unspecified,Trades,Lose Weight
40.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
40.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
41.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
36.0,Yoga,M,Single,Sales,Tone
36.0,Yoga,M,Single,Sales,Tone
36.0,Yoga,M,Single,Sales,Tone
36.0,Yoga,M,Single,Sales,Tone
28.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Hospitality,Maintain
46.0,Yoga,M,Married,Professional,Tone
34.0,Yoga,M,Single,Trades,Tone
21.0,Yoga,F,Unspecified,Other,Tone
24.0,Yoga,F,Single,Other,Tone
24.0,Yoga,F,Single,Other,Tone
24.0,Yoga,F,Single,Other,Maintain
27.0,Yoga,M,Single,Other,Tone
40.0,Bodybuilding Bootcamp,M,Married,Executive,Tone
51.0,Yoga,F,Married,Other,Tone
25.0,Zumba,F,Single,Student,Lose Weight
25.0,Zumba,F,Single,Student,Lose Weight
38.0,Yoga,M,Single,Professional,Tone
22.0,Zumba,F,Single,Professional,Build Muscle
34.0,Bodybuilding Bootcamp,M,Married,Other,Tone
34.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
26.0,Yoga,M,Single,Sales,Tone
43.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
28.0,Zumba,F,Single,Retail,Build Muscle
30.0,Bodybuilding Bootcamp,F,Unspecified,Sales,Build Muscle
30.0,Bodybuilding Bootcamp,F,Unspecified,Sales,Build Muscle
47.0,Yoga,F,Married,Sales,Tone
29.0,Zumba,F,Single,Student,Build Muscle
29.0,Zumba,F,Single,Student,Build Muscle
24.0,Yoga,F,Single,Other,Tone
24.0,Zumba,F,Single,Other,Lose Weight
29.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
30.0,Bodybuilding Bootcamp,M,Single,Executive,Maintain
30.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
48.0,Pilates,M,Married,Trades,Tone
29.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
38.0,Zumba,F,Single,Professional,Build Muscle
27.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
31.0,Zumba,F,Single,Other,Lose Weight
20.0,Zumba,M,Single,Student,Build Muscle
20.0,Zumba,M,Single,Student,Lose Weight
45.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
45.0,Bodybuilding Bootcamp,F,Married,Executive,Maintain
38.0,Zumba,F,Single,Other,Lose Weight
41.0,Bodybuilding Bootcamp,M,Married,Sales,Maintain
37.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
31.0,Zumba,F,Single,Professional,Lose Weight
31.0,Zumba,F,Single,Professional,Build Muscle
20.0,Yoga,M,Single,Sales,Tone
24.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
36.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
29.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
29.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Trades,Tone
34.0,Zumba,F,Married,Professional,Lose Weight
25.0,Yoga,M,Single,Student,Tone
25.0,Zumba,M,Single,Student,Lose Weight
23.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
46.0,Pilates,F,Married,Other,Tone
51.0,Zumba,F,Married,Professional,Build Muscle
34.0,Zumba,F,Married,Professional,Lose Weight
21.0,Zumba,F,Single,Professional,Lose Weight
42.0,Bodybuilding Bootcamp,F,Married,Other,Lose Weight
46.0,Zumba,F,Unspecified,Hospitality,Tone
68.0,Yoga,F,Married,Other,Tone
56.0,Zumba,M,Unspecified,Other,Lose Weight
56.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
23.0,Zumba,F,Single,Professional,Build Muscle
30.0,Yoga,M,Single,Trades,Tone
30.0,Yoga,M,Single,Trades,Tone
30.0,Yoga,M,Single,Trades,Tone
30.0,Yoga,M,Single,Trades,Tone
30.0,Yoga,M,Single,Trades,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
21.0,Zumba,F,Single,Student,Lose Weight
29.0,Zumba,M,Married,Professional,Build Muscle
25.0,Zumba,F,Single,Retail,Lose Weight
46.0,Yoga,M,Married,Professional,Tone
46.0,Yoga,M,Married,Professional,Tone
46.0,Yoga,M,Married,Professional,Tone
58.0,Pilates,M,Unspecified,Other,Tone
25.0,Zumba,M,Single,Student,Lose Weight
25.0,Zumba,M,Single,Student,Lose Weight
59.0,Pilates,M,Unspecified,Other,Tone
59.0,Zumba,M,Unspecified,Other,Build Muscle
53.0,Bodybuilding Bootcamp,F,Married,Hospitality,Tone
25.0,Bodybuilding Bootcamp,M,Single,Trades,Tone
35.0,Zumba,F,Unspecified,Hospitality,Lose Weight
25.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
28.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
23.0,Yoga,M,Single,Other,Tone
23.0,Yoga,M,Single,Other,Tone
32.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Trades,Maintain
44.0,Yoga,F,Married,Other,Tone
43.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
31.0,Bodybuilding Bootcamp,M,Unspecified,Professional,Build Muscle
28.0,Zumba,F,Single,Student,Lose Weight
31.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
41.0,Pilates,M,Unspecified,Other,Tone
41.0,Pilates,M,Unspecified,Other,Tone
25.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
25.0,Zumba,M,Single,Professional,Tone
29.0,Zumba,F,Single,Retail,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Trades,Lose Weight
28.0,Zumba,F,Single,Retail,Lose Weight
39.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
39.0,Yoga,M,Married,Sales,Tone
39.0,Yoga,M,Married,Sales,Tone
39.0,Zumba,M,Married,Sales,Build Muscle
39.0,Yoga,M,Married,Sales,Tone
38.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Other,Lose Weight
43.0,Pilates,F,Married,Executive,Tone
43.0,Bodybuilding Bootcamp,F,Married,Executive,Maintain
25.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
24.0,Zumba,F,Single,Student,Build Muscle
24.0,Zumba,F,Single,Student,Lose Weight
38.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
21.0,Zumba,M,Single,Student,Build Muscle
27.0,Yoga,M,Single,Trades,Tone
26.0,Zumba,F,Single,Retail,Lose Weight
26.0,Bodybuilding Bootcamp,F,Single,Retail,Build Muscle
24.0,Zumba,F,Single,Other,Lose Weight
26.0,Zumba,F,Single,Professional,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
31.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
31.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
21.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
47.0,Zumba,M,Unspecified,Trades,Build Muscle
49.0,Yoga,F,Married,Other,Tone
49.0,Yoga,F,Married,Other,Maintain
49.0,Yoga,F,Married,Other,Tone
49.0,Yoga,F,Married,Other,Lose Weight
20.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
36.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
26.0,Spin Class,F,Married,Other,Lose Weight
30.0,Zumba,M,Married,Professional,Lose Weight
34.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
28.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
28.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
26.0,Zumba,F,Single,Other,Build Muscle
28.0,Zumba,F,Single,Professional,Lose Weight
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
22.0,Zumba,F,Single,Professional,Build Muscle
25.0,Yoga,F,Single,Student,Tone
36.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
42.0,Zumba,F,Married,Retired,Lose Weight
38.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Tone
31.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Professional,Lose Weight
55.0,Zumba,F,Married,Other,Lose Weight
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
28.0,Zumba,F,Single,Other,Lose Weight
33.0,Yoga,M,Single,Other,Tone
33.0,Yoga,M,Single,Other,Lose Weight
27.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Executive,Tone
54.0,Zumba,F,Married,Retired,Maintain
32.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
26.0,Bodybuilding Bootcamp,M,Unspecified,Sales,Build Muscle
26.0,Bodybuilding Bootcamp,M,Unspecified,Sales,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
41.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
41.0,Bodybuilding Bootcamp,F,Married,Executive,Lose Weight
23.0,Zumba,F,Single,Retail,Lose Weight
33.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Other,Lose Weight
20.0,Zumba,F,Single,Professional,Lose Weight
46.0,Zumba,F,Unspecified,Hospitality,Lose Weight
35.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
30.0,Zumba,F,Single,Retail,Lose Weight
19.0,Bodybuilding Bootcamp,M,Single,Other,Tone
26.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
23.0,Zumba,F,Single,Retail,Lose Weight
32.0,Zumba,M,Married,Professional,Build Muscle
26.0,Zumba,F,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
27.0,Zumba,F,Single,Professional,Lose Weight
27.0,Zumba,F,Single,Professional,Lose Weight
37.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
19.0,Zumba,F,Single,Student,Lose Weight
34.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
28.0,Yoga,M,Single,Retail,Tone
28.0,Yoga,M,Single,Retail,Tone
31.0,Yoga,M,Single,Other,Tone
39.0,Pilates,M,Unspecified,Trades,Tone
40.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
31.0,Zumba,F,Single,Professional,Build Muscle
21.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
21.0,Yoga,M,Unspecified,Other,Tone
19.0,Yoga,M,Single,Other,Build Muscle
19.0,Yoga,M,Single,Other,Maintain
53.0,Yoga,F,Married,Other,Build Muscle
55.0,Zumba,F,Married,Other,Lose Weight
29.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
35.0,Zumba,F,Single,Professional,Lose Weight
37.0,Bodybuilding Bootcamp,F,Unspecified,Hospitality,Build Muscle
37.0,Zumba,F,Unspecified,Hospitality,Lose Weight
62.0,Zumba,F,Married,Retired,Lose Weight
62.0,Zumba,F,Married,Retired,Lose Weight
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
32.0,Zumba,F,Single,Professional,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
41.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
24.0,Zumba,F,Single,Retail,Lose Weight
59.0,Pilates,F,Married,Other,Tone
59.0,Yoga,F,Married,Other,Tone
59.0,Yoga,F,Married,Other,Tone
36.0,Yoga,M,Single,Professional,Tone
43.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
27.0,Zumba,F,Single,Student,Lose Weight
34.0,Bodybuilding Bootcamp,F,Married,Other,Lose Weight
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
27.0,Yoga,F,Married,Sales,Tone
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
44.0,Pilates,M,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
48.0,Pilates,M,Married,Professional,Tone
48.0,Yoga,M,Married,Professional,Tone
23.0,Yoga,M,Single,Sales,Tone
23.0,Yoga,M,Single,Sales,Tone
44.0,Yoga,F,Married,Other,Tone
29.0,Yoga,M,Single,Other,Lose Weight
32.0,Zumba,F,Single,Other,Lose Weight
36.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
23.0,Zumba,F,Single,Professional,Lose Weight
18.0,Zumba,M,Single,Student,Build Muscle
34.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
45.0,Pilates,M,Married,Trades,Tone
45.0,Pilates,M,Married,Trades,Tone
45.0,Pilates,M,Married,Trades,Tone
33.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
28.0,Zumba,F,Single,Professional,Lose Weight
36.0,Bodybuilding Bootcamp,F,Single,Retail,Build Muscle
28.0,Zumba,F,Single,Retail,Build Muscle
31.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
32.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
32.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
20.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
20.0,Bodybuilding Bootcamp,M,Single,Professional,Maintain
36.0,Zumba,F,Single,Other,Lose Weight
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
25.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
25.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
25.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
34.0,Yoga,M,Single,Professional,Tone
34.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
34.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
49.0,Bodybuilding Bootcamp,F,Married,Executive,Tone
36.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
25.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
25.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
39.0,Zumba,F,Married,Executive,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Yoga,M,Single,Sales,Tone
25.0,Yoga,M,Single,Sales,Tone
25.0,Yoga,M,Single,Sales,Maintain
27.0,Zumba,M,Married,Sales,Tone
37.0,Yoga,M,Single,Other,Tone
37.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
27.0,Yoga,M,Single,Trades,Tone
44.0,Zumba,F,Married,Retired,Lose Weight
25.0,Zumba,F,Single,Retail,Build Muscle
37.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
27.0,Yoga,M,Single,Trades,Tone
27.0,Yoga,M,Single,Trades,Tone
27.0,Yoga,M,Single,Trades,Tone
44.0,Yoga,F,Married,Other,Tone
32.0,Yoga,M,Single,Trades,Tone
32.0,Yoga,M,Single,Trades,Lose Weight
21.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
21.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
36.0,Zumba,F,Single,Professional,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
39.0,Zumba,F,Unspecified,Hospitality,Lose Weight
39.0,Zumba,F,Unspecified,Hospitality,Lose Weight
39.0,Zumba,F,Unspecified,Hospitality,Lose Weight
39.0,Zumba,F,Unspecified,Hospitality,Lose Weight
28.0,Zumba,F,Single,Retail,Build Muscle
21.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
39.0,Pilates,M,Unspecified,Trades,Lose Weight
32.0,Zumba,F,Unspecified,Professional,Build Muscle
29.0,Yoga,F,Married,Other,Tone
